,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
45226,682550005,682550,Uno Hood,308,Hoodie,Garment Upper body,1010016,Solid,73,Dark Blue,5,Bright,2,Blue,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Jacket in sweatshirt fabric with a lined drawstring hood, zip down the front, side pockets and ribbing at the cuffs and hem. Soft brushed inside."
45250,682600001,682600,Lazy cross bag,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Shoulder bag in grained imitation leather with a narrow shoulder strap and one inner compartment. Flap with a concealed magnetic fastener and decorative tab with a metal fastener. Lined. Size 6x17.5x20 cm.
45252,682604001,682604,SPEED Piper W,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short dress in a crêpe weave with a collar and buttons down the front. Gently dropped shoulders, long sleeves with buttoned cuffs and a rounded hem with high slits in the sides. Unlined."
45333,682953001,682953,Envy Lace Dress,265,Dress,Garment Full body,1010021,Lace,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short lace dress with a deep V-neck at the back and long sleeves. Scalloped trim at the back, cuffs and hem. Partly lined."
45344,683001001,683001,Pattern 7p Socks,302,Socks,Socks & Tights,1010001,All over pattern,1,Other,6,Undefined,14,undefined,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit socks in a soft cotton blend.
45371,683020002,683020,Cardamom Balconette,306,Bra,Underwear,1010021,Lace,63,Dark Purple,4,Dark,6,Lilac Purple,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Balconette bra in lace and mesh with underwired, lightly padded cups that lift and shape the bust. Narrow, adjustable shoulder straps and a hook-and-eye fastening at the back."
45373,683020004,683020,Cardamom Balconette,306,Bra,Underwear,1010021,Lace,42,Red,7,Medium,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Balconette bra in lace and mesh with underwired, lightly padded cups that lift and shape the bust. Narrow, adjustable shoulder straps and a hook-and-eye fastening at the back."
45383,683067004,683067,Cardamom cut padding,306,Bra,Underwear,1010020,Contrast,43,Dark Red,4,Dark,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace bra with underwired, moulded, lightly padded cups that shape the bust and provide good support. Decorative straps at the front, narrow, adjustable shoulder straps and a fastening at the back with three pairs of hooks and eyes."
45385,683071001,683071,Gretel Top,258,Blouse,Garment Upper body,1010021,Lace,9,Black,4,Dark,5,Black,1926,Woven Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,Long-sleeved lace top with a small stand-up collar and concealed zip at the back. Lined.
45440,683271001,683271,CLOVER cardholder,84,Wallet,Accessories,1010005,Colour blocking,9,Black,4,Dark,5,Black,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Imitation leather card holder with four card compartments and one note compartment. Size 7x10 cm.
45523,683493007,683493,Sebi,252,Sweater,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Top in soft, lightweight sweatshirt fabric in a relaxed fit with dropped shoulders and ribbing around the neckline, cuffs and hem."
45542,683600001,683600,Wen Dress,265,Dress,Garment Full body,1010002,Application/3D,9,Black,4,Dark,5,Black,1686,Jersey Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Fitted dress in jersey with sequins at the top, narrow shoulder straps and a seam at the waist. Partly lined."
45568,683662005,683662,Doris L/S,254,Top,Garment Upper body,1010017,Stripe,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Long-sleeved top in soft cotton jersey with ribbing around the neckline and cuffs.
45578,683662021,683662,Doris L/S,254,Top,Garment Upper body,1010017,Stripe,42,Red,7,Medium,18,Red,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Long-sleeved top in soft cotton jersey with ribbing around the neckline and cuffs.
45608,683864001,683864,Dixie,308,Hoodie,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Short jacket in woven fabric with a jersey-lined drawstring hood and zip with a wind flap and press-studs down the front. Long sleeves with elasticated cuffs, side pockets with a press-stud, and a drawstring hem. Lined."
45618,683935001,683935,AMELIA CHUNKEY BEANIE,75,Hat/beanie,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Hat in a soft chunky knit.
45621,683968001,683968,Sammy,265,Dress,Garment Full body,1010020,Contrast,9,Black,4,Dark,5,Black,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Short dress in woven fabric with a V-neck, pleat at the front and 3/4-length sleeves with decorative trims and an opening and ties at the cuffs. Lined."
45624,683995003,683995,Petite Kendall TRS,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket jeans in washed superstretch denim with hard-worn details, a regular waist, zip fly and button and super-skinny legs with raw-edge hems."
45656,684021021,684021,Wow printed tee 6.99,255,T-shirt,Garment Upper body,1010008,Front print,10,White,3,Light,9,White,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,T-shirt in soft cotton jersey with a round neckline and a print motif.
45662,684021028,684021,Wow printed tee 6.99,255,T-shirt,Garment Upper body,1010008,Front print,73,Dark Blue,7,Medium,2,Blue,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,T-shirt in soft cotton jersey with a round neckline and a print motif.
45759,684087001,684087,OPEN (softbra lace),306,Bra,Underwear,1010016,Solid,10,White,3,Light,9,White,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired lace bralettes with mesh-lined, triangular cups that give the bust a natural shape and provide light support. Wide shoulder straps, a lace trim at the hem and a wide fastening at the back with three pairs of hooks and eyes."
45761,684087008,684087,Kelly Softbra 2pk,306,Bra,Underwear,1010016,Solid,43,Dark Red,7,Medium,18,Red,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired lace bralettes with mesh-lined, triangular cups that give the bust a natural shape and provide light support. Wide shoulder straps, a lace trim at the hem and a wide fastening at the back with three pairs of hooks and eyes."
45767,684105002,684105,Kiev Suede Coat,262,Jacket,Garment Upper body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Straight-cut coat in soft imitation suede with a small stand-up collar, patch front pockets and a detachable tie belt at the waist. No fasteners."
45768,684105003,684105,Kiev Suede Coat,262,Jacket,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Straight-cut coat in soft imitation suede with a small stand-up collar, patch front pockets and a detachable tie belt at the waist. No fasteners."
45790,684209001,684209,Simple as That Triangle Top,298,Bikini top,Swimwear,1010026,Other structure,42,Red,5,Bright,18,Red,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined, non-wired, triangle bikini top with a wide hem. Narrow, adjustable shoulder straps that can be fastened in different ways at the back and cups with removable inserts that shape the bust and provide good support. No fasteners."
45791,684209004,684209,Simple as That Triangle Top,298,Bikini top,Swimwear,1010026,Other structure,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined, non-wired, triangle bikini top with a wide hem. Narrow, adjustable shoulder straps that can be fastened in different ways at the back and cups with removable inserts that shape the bust and provide good support. No fasteners."
45794,684209012,684209,Simple as That Triangle Top,298,Bikini top,Swimwear,1010026,Other structure,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined, non-wired, triangle bikini top with a wide hem. Narrow, adjustable shoulder straps that can be fastened in different ways at the back and cups with removable inserts that shape the bust and provide good support. No fasteners."
45795,684209013,684209,Simple as That Triangle Top,298,Bikini top,Swimwear,1010026,Other structure,93,Dark Green,2,Medium Dusty,19,Green,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined, non-wired, triangle bikini top with a wide hem. Narrow, adjustable shoulder straps that can be fastened in different ways at the back and cups with removable inserts that shape the bust and provide good support. No fasteners."
45800,684209025,684209,Simple as That Triangle Top,298,Bikini top,Swimwear,1010026,Other structure,21,Light Yellow,3,Light,8,Yellow,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined, non-wired, triangle bikini top with a wide hem. Narrow, adjustable shoulder straps that can be fastened in different ways at the back and cups with removable inserts that shape the bust and provide good support. No fasteners."
45807,684210001,684210,Maria throw-on,245,Cardigan,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Cardigan in a soft, textured-knit cotton blend with dropped shoulders, long sleeves and concealed pockets in the side seams. No buttons."
45809,684210003,684210,Maria throw-on,245,Cardigan,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Cardigan in a soft, textured-knit cotton blend with dropped shoulders, long sleeves and concealed pockets in the side seams. No buttons."
45810,684212001,684212,Time for Tie Triangle Top,298,Bikini top,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined triangle bikini top with removable inserts and ties at the back and back of the neck.
45834,684340001,684340,Love Affair Triangle Top,298,Bikini top,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Triangle bikini top with removable inserts and adjustable spaghetti shoulder straps. Wide elastic trim at the hem and no fastening.
45835,684340002,684340,Love Affair Triangle Top,298,Bikini top,Swimwear,1010016,Solid,43,Dark Red,4,Dark,18,Red,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Triangle bikini top with removable inserts and adjustable spaghetti shoulder straps. Wide elastic trim at the hem and no fastening.
45837,684341001,684341,Love Affair High Rise Brief,59,Swimwear bottom,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a high waist with wide elastication.
45838,684341002,684341,Love Affair High Rise Brief,59,Swimwear bottom,Swimwear,1010016,Solid,43,Dark Red,4,Dark,18,Red,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a high waist with wide elastication.
45871,684673001,684673,Fiona One Shoulder,252,Sweater,Garment Upper body,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"One-shoulder jumper in a soft knit with long sleeves and ribbing around the neckline, cuffs and hem."
45880,684688003,684688,Kirsten M-gown (J),305,Robe,Underwear,1010026,Other structure,42,Red,7,Medium,18,Red,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear",Dressing gown in soft pile with a detachable tie belt at the waist.
45890,684717001,684717,Aurora waist belt,67,Belt,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Waist belt in imitation leather with a square, covered buckle. Width 4 cm."
45902,684824002,684824,Walkover Unpadded Swimsuit,57,Swimsuit,Swimwear,1010016,Solid,43,Dark Red,4,Dark,18,Red,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,
45903,684824003,684824,Walkover Unpadded Swimsuit,57,Swimsuit,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,
45956,685017002,685017,Vivian wrap Dress,265,Dress,Garment Full body,1010001,All over pattern,19,Greenish Khaki,1,Dusty Light,20,Khaki green,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Short dress in soft, patterned viscose with a V-neck and wrapover front with ties at the waist and long sleeves. Unlined."
45957,685017005,685017,Vivian wrap Dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Short dress in soft, patterned viscose with a V-neck and wrapover front with ties at the waist and long sleeves. Unlined."
45959,685017008,685017,Vivian wrap Dress,265,Dress,Garment Full body,1010001,All over pattern,43,Dark Red,4,Dark,18,Red,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Short dress in soft, patterned viscose with a V-neck and wrapover front with ties at the waist and long sleeves. Unlined."
45965,685044001,685044,Calgary Cardigan,245,Cardigan,Garment Upper body,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Cardigan in a soft, fine knit containing some wool with low dropped shoulders, long sleeves, front pockets and ribbing at the cuffs and hem."
45970,685044006,685044,Calgary Long Cardigan,245,Cardigan,Garment Upper body,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Cardigan in a soft, fine knit containing some wool with low dropped shoulders, long sleeves, front pockets and ribbing at the cuffs and hem."
46086,685347001,685347,Duo,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted top in soft cotton jersey with a boat neck and 3/4-length sleeves.
46112,685417006,685417,Milk,265,Dress,Garment Full body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Knee-length dress in woven fabric with a round neckline and an opening with a concealed button at the back of the neck. Yoke with a pleat at the back, and long balloon sleeves with narrow cuffs."
46124,685448001,685448,J Tzatziki,265,Dress,Garment Full body,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short, fitted dress in soft jersey made from a modal and cotton blend with a V-neck front and back and narrow shoulder straps. Sewn-in wrapover at the front and a seam at the waist with a sewn-in tie belt at the side."
46125,685448004,685448,J Tzatziki,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short, fitted dress in soft jersey made from a modal and cotton blend with a V-neck front and back and narrow shoulder straps. Sewn-in wrapover at the front and a seam at the waist with a sewn-in tie belt at the side."
46126,685448005,685448,J Tzatziki,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short, fitted dress in soft jersey made from a modal and cotton blend with a V-neck front and back and narrow shoulder straps. Sewn-in wrapover at the front and a seam at the waist with a sewn-in tie belt at the side."
